CCDReservoir,CCDdischarge,CCDpower,CCSReservoir,CCSdischarge,CCSpower,CIMReservoir,CIMdischarge,CIMpower,CSHReservoir,CSHdischarge,CSHpower
-83.94394230769221,17.57533038473513,19.527827153694012,NaN,16.660911694096548,21.247733828841707,-57.557894736842144,73.06184712097907,70.57090105749805,NaN,78.52852972960501,83.59818647806902
-98.97407051282053,17.537067659062583,19.527827153694012,NaN,16.51746160298499,21.088751007042802,-57.28284420729245,73.02511201765533,70.53167033727088,NaN,75.88421586989044,81.3668326628601
-100.00000000000001,23.437997666803557,26.190912550384297,NaN,21.144079676819096,26.21636347098417,-56.820640310453605,74.40129739851535,71.74651899310169,NaN,74.59120014460038,80.27574373864522
-100.00000000000001,23.823801268842136,26.6263540545277,NaN,21.41892999354024,26.520976376724967,-55.96846147627135,79.58024476693642,76.3392912396935,NaN,78.29084671976372,83.39762036075784
-100.00000000000001,22.210188775701805,24.805135317827904,NaN,20.13237690297824,25.09510837079966,-54.80237691001697,79.39789339931787,76.1492874174114,NaN,76.86612159506512,82.19539968855437
-100.00000000000001,21.70502630600247,24.23497934556743,NaN,19.72666531686576,24.645464084305726,-53.46597946479104,79.18891192402862,75.93152882182704,NaN,75.84988481965334,81.33786173111861
-100.00000000000001,20.237995728530294,22.579201862654283,NaN,18.532670002603183,23.322176706775124,-51.82642089093705,78.93252190195948,75.66437405580531,NaN,74.36220084837343,80.0825063262393
-100.00000000000001,18.534738096882165,20.656804446336025,NaN,17.135336823532814,21.773532641180907,-49.865073975260756,78.6258075302615,75.34478577018983,NaN,72.79519819095708,78.7602209317415
-100.00000000000001,18.606211923530275,20.73747390030794,NaN,17.161754355518273,21.802810948829233,-47.70400194033472,78.28786196749817,74.99265120765912,NaN,71.29638076045948,77.49547187256682
-100.00000000000001,20.029631352539198,22.34402924166938,NaN,18.296647673039654,23.06059668910315,-45.865639906217176,78.00038788203037,74.69310487613984,NaN,72.28979298303638,78.33374237607059
-100.00000000000001,21.305257445089325,23.78377638134341,NaN,19.347564091439367,24.225311858416276,-44.25167758104942,77.74799705744667,74.43011821772447,NaN,72.81573836563126,78.77755320529457
-100.00000000000001,21.77286587027864,24.311546954410037,NaN,19.754143406704653,24.675917708360405,-42.7801924165252,77.51788938674514,74.190349647804,NaN,73.17336276617428,79.0793277965222
-100.00000000000001,20.939408366314264,23.370857471897455,NaN,19.09196964876252,23.942040138776996,-40.48804268736359,84.42814819768608,80.1012654483901,NaN,76.86679075634453,82.195959317415
-100.00000000000001,19.320950190011352,21.54416994216759,NaN,17.79577512316933,22.505486759011408,-38.10223138491392,83.99303149869591,79.6588863508127,NaN,76.36775411784161,81.77485887620037
-99.96019230769225,17.53455759518436,19.527827153694012,NaN,16.378941177604876,20.93523058031654,-35.307413695529156,83.48332776031566,79.1406690813782,NaN,74.0948516884785,79.85690776667532
-98.37144230769235,17.538602529204326,19.527827153694012,NaN,16.38495646892083,20.941896553964497,-32.26420890937021,82.92831538821642,78.57639558799438,NaN,72.08663331115616,78.16231183493382
-96.9461217948718,17.542230734472312,19.527827153694012,NaN,16.377816986280237,20.933984446061487,-29.03459455089338,82.33931652511203,77.97755774376148,NaN,70.38575994031389,76.72705846093953
-98.70730769230767,17.537747266126132,19.527827153694012,NaN,16.396906063498488,20.955140466228336,-26.01620987953756,81.78883167257406,77.41788463988642,NaN,70.90795955804589,77.16770860368544
-100.00000000000001,19.322402683539337,21.54580877750795,NaN,17.90231201612048,22.62355960393981,-23.147497776699826,81.26565237744933,76.88596630931363,NaN,70.52980267433766,76.84860579418634
-100.00000000000001,22.298622493418957,24.9049470495456,NaN,20.378619153674833,25.368015021180383,-20.723219338669253,80.8235203638066,76.43645456034655,NaN,71.48042703257738,77.65077374772903
-100.00000000000001,22.316793805278646,24.925456275192143,NaN,20.48197533720919,25.4825632162998,-18.437763764249347,80.40670768407678,76.0126840610837,NaN,71.72414787695124,77.85643410978457
-100.00000000000001,20.447571525312032,22.81574143153994,NaN,19.050511478128403,23.896092673926038,-16.06447570539253,79.9738781515415,75.57262563477184,NaN,71.31372511316133,77.5101057617441
-100.00000000000001,18.24763136949909,20.332758681120595,NaN,17.330672297264723,21.990020205826553,-13.416411997736276,79.49093827325619,75.08161937350977,NaN,69.93150711272291,76.34374432260576
-85.57442307692301,23.024550653743226,25.682824524948053,NaN,21.150548115581525,26.223532641180903,-10.87254426388553,79.02699792683742,74.60993383811724,NaN,68.4479188699635,75.09184563976122
-58.83435897435894,28.169325129591737,31.412692086222865,NaN,25.270230141054192,30.789316575274828,-8.450941870806053,78.58535410954325,74.160918075754,NaN,66.96984543912747,73.84459998702309
-36.48955128205118,27.129723783945526,30.175135067471146,NaN,24.49026986376652,29.924897671457156,-5.902190961274143,78.48919280411957,73.9813208714803,NaN,66.47036269310495,73.42312240461978
-17.436634615384577,26.2432787345983,29.119897353729062,NaN,23.851389812859743,29.216836131396345,-3.10388875414341,79.46224169063065,74.64135163175042,NaN,66.47036269310495,73.42312240461978
