CCDReservoir,CCDdischarge,CCDpower,CCSReservoir,CCSdischarge,CCSpower,CIMReservoir,CIMdischarge,CIMpower,CSHReservoir,CSHdischarge,CSHpower
98.69883376623376,17.57533038473513,19.527827153694012,100.0,16.660911694096548,31.381140687128045,89.66955399458364,73.45824249314519,70.9941801204929,100.0,78.75647913485908,83.84136549441992
99.91685974025974,17.537067659062583,19.527827153694012,100.0,16.51746160298499,31.244411887003302,89.58688430941096,73.41605029091151,70.94912497042282,100.0,76.10902713948936,81.69625940825331
100.0,23.437997666803557,26.190912550384297,100.0,21.144079676819096,35.65427246030302,89.49415199729181,73.36872199558617,70.89858666569593,100.0,73.99741180723541,79.98531501427459
100.0,23.823801268842136,26.6263540545277,100.0,21.41892999354024,35.91624652407807,89.44165749830738,73.34192469738515,70.86997642926046,100.0,74.70346540936133,80.55739926680508
100.0,22.210188775701805,24.805135317827904,100.0,20.13237690297824,34.689967254866296,89.30395226811105,73.27164448605632,70.79492774066726,100.0,73.34318743822757,79.45522888009343
100.0,21.70502630600247,24.23497934556743,100.0,19.72666531686576,34.30326606720549,89.1185468855789,73.17701464589045,70.69388298356418,100.0,72.39270921865806,78.68510251751881
100.0,20.237995728530294,22.579201862654283,100.0,18.532670002603183,33.165206996023805,88.85053740690591,73.04023272921822,70.54781720390964,100.0,70.9738065662412,77.53542937321568
100.0,18.534738096882165,20.656804446336025,100.0,17.135336823532814,31.83333928896281,88.49489251861881,72.85871731425132,70.35399337471105,100.0,69.47880027843263,76.3240972943161
100.0,18.606211923530275,20.73747390030794,100.0,17.161754355518273,31.858519257257207,88.08348214285715,72.64873938340133,70.12977557743761,100.0,68.05357135989725,75.16930151829743
100.0,20.029631352539198,22.34402924166938,100.0,18.296647673039654,32.9402433795057,87.75327522004063,72.48020464120913,69.94981434629875,100.0,69.11538032588923,76.02963680898002
100.0,21.305257445089325,23.78377638134341,100.0,19.347564091439367,33.94192286701838,87.47872376438728,72.34007891393031,69.80018337853333,100.0,69.70588438892884,76.5080935310148
100.0,21.77286587027864,24.311546954410037,100.0,19.754143406704653,34.32945567712259,87.23851980365608,72.21748144185113,69.66927476747784,100.0,70.12533313848178,76.84795451596159
100.0,20.939408366314264,23.370857471897455,100.0,19.09196964876252,33.69830297045142,86.97609597156399,72.08354845181569,69.52625316248339,100.0,69.76795871197992,76.55838875551518
100.0,19.320950190011352,21.54416994216759,100.0,17.79577512316933,32.46283622235505,86.68138117806365,71.93313047548988,69.36563540889318,100.0,69.43263968741707,76.28669624318712
99.99677402597403,17.53455759518436,19.527827153694012,100.0,16.378941177604876,31.112380779126276,86.27141587677727,71.72388818297331,69.1422048197157,100.0,67.33251931530187,74.5850692642097
99.86802337662337,17.538602529204326,19.527827153694012,100.0,16.38495646892083,31.11811377634554,85.78802048070413,71.47717514879957,68.8787563022151,100.0,65.50159021947721,73.10155155073969
99.75251688311688,17.542230734472312,19.527827153694012,100.0,16.377816986280237,31.111309090672837,85.2472854603927,71.20119039657594,68.58405607833858,100.0,63.98071738704057,71.86926177653777
99.89524155844155,17.537747266126132,19.527827153694012,100.0,16.396906063498488,31.129503755295097,84.75366663845635,70.94926101785595,68.31503567463278,100.0,64.67460302199387,72.43148196210744
100.0,19.322402683539337,21.54580877750795,100.0,17.90231201612048,32.56438252033577,84.29136763710224,70.71330836621414,68.06308358056825,100.0,64.46161744741892,72.2589110757851
100.0,22.298622493418957,24.9049470495456,100.0,20.378619153674833,34.92467319836794,83.73185934326338,78.0824316190731,74.5762477020804,100.0,69.90414841535687,76.66873702309888
100.0,22.316793805278646,24.925456275192143,100.0,20.48197533720919,35.02318797266041,82.598182549086,100.0,93.99592972461367,100.0,82.9913816642118,87.2727014663898
100.0,20.447571525312032,22.81574143153994,100.0,19.050511478128403,33.65878791028873,81.42968855788762,100.0,93.89030505451301,100.0,82.82985997607942,87.14182941863483
100.0,18.24763136949909,20.332758681120595,100.0,17.330672297264723,32.019523636269135,80.17608327691266,100.0,93.77698576654956,100.0,81.72535928961223,86.24690987542174
98.83096623376623,23.024550653743226,25.682824524948053,100.0,21.150548115581525,35.66043816107488,78.9370662660799,100.0,93.66498380080449,100.0,80.50856257234825,85.26099792369581
96.66397922077921,28.169325129591737,31.412692086222865,100.0,25.270230141054192,39.58711569947244,77.71797139471904,100.0,93.55478604320997,100.0,79.28445892157353,84.26915715027252
94.85317922077921,27.129723783945526,30.175135067471146,100.0,24.49026986376652,38.843693962940826,76.46297604942451,100.0,93.44133934584372,100.0,78.84027427920947,83.90925901894629
93.30915064935066,26.2432787345983,29.119897353729062,100.0,23.851389812859743,38.23474817432886,75.16926836492891,100.0,93.32439571540378,100.0,78.28071700246512,83.45587853620555
